key,value
Surfer, Dude , 1275
Mother and Child , 2229
Fanny , 2749
Song One , 1309
Mozart's Sister , 637
Notre musique , 2735
The Hobbit: An Unexpected Journey , 130
Madea's Witness Protection , 2325
The Campaign , 1523
Perrier's Bounty , 791
Samson & Delilah , 2224
Fred Claus , 354
An Education , 2726
The Bridesmaid , 1745
Requiem , 2725
The Uninvited , 546
Father of the Bride Part II , 1522
An American Carol , 552
Hope Springs , 2477
Al Franken: God Spoke , 892
The Loneliest Planet , 411
L'ennemi intime , 386
Swerve , 1434
Yes Nurse! No Nurse! , 440
Festival Express , 278
Redacted , 992
The Gleaners & I , 894
Scream 3 , 203
Jiro Dreams of Sushi , 893
The Hangover Part III , 1530
Sarah's Key , 1258
Double Take , 893
Our Father , 2739
Speed Racer , 52
New York Doll , 691
The Last Days on Mars , 427
Auggie Rose , 1411
Look Both Ways , 1450
Before Night Falls , 1475
The Death of Mr. Lazarescu , 2739
Diamonds , 454
Rapt , 2738
Human Capital , 2748
Vodka Lemon , 2800
My Piece of the Pie , 2820
Devil , 546
Deep Impact , 633
The Wedding Date , 1237
Illuminata , 2744
Into the Grizzly Maze , 585
Touchez Pas au Grisbi , 1237
Antibodies , 1434
One and Two , 785
Love Songs , 1189
Jobs , 1491
Agnes Browne , 2482
Happy Here and Now , 2728
White Bird in a Blizzard , 1017
Summer of Sam , 1922
First Winter , 2683
Kazaam , 352
The New World , 616
Guest of Cindy Sherman , 893
Space Station 3D , 893
Gung Ho , 2834
Baadasssss! , 1486
Septic Man , 164
Stir Crazy , 739
Golden Door , 1340
K2: Siren of the Himalayas , 893
Ricki and the Flash , 1579
Dedication , 2483
The Loft , 254
The Cruise , 893
Madame Bovary , 2748
What Lies Beneath , 545
Girls Can't Swim , 2781
Irrational Man , 1411
Ida , 2714
Festival in Cannes , 1530
Goodbye to Language , 2703
Oka! , 2731
Jay and Silent Bob Strike Back , 1531
White Material , 2727
Mad Love , 616
The Grey Zone , 386
The Fifth Element , 453
Henry's Crime , 2327
Elite Squad: The Enemy Within , 1253
Jimi: All Is by My Side , 636
Miss Meadows , 1746
Tatsumi , 454
A Serious Man , 2786
Crossing the Line , 894
Not Quite Hollywood: The Wild, Untold Story of Ozploitation! , 893
Elevator to the Gallows , 1406
Slow Burn , 1019
The Kite Runner , 2749
Rosewood , 565
Fat Girl , 2721
Dear Wendy , 2330
The Business of Being Born , 893
The Girl on the Bridge , 2479
Fratricide , 2742
The Joneses , 2832
The Man Nobody Knew: In Search of My Father, CIA Spymaster William Colby , 394
Over Your Cities Grass Will Grow , 894
In the Fog , 382
Pelican Dreams , 894
Countdown to Zero , 893
Dracula , 102
Legends of Oz: Dorothy's Return , 78
Porn Theater , 2748
A Slipping-Down Life , 1360
Two Brothers , 401
The Manzanar Fishing Club , 174
Surfwise , 598
Down in the Valley , 1760
3 Hearts , 2225
Fast & Furious 6 , 815
Megamind , 439
The Hitcher , 818
The Beastmaster , 631
Fuel , 892
The First Wives Club , 1517
Supernova , 409
Memento , 239
I'm the One That I Want , 982
The Good German , 1017
Se7en , 1018
Counting , 893
Orwell Rolls in His Grave , 892
Offside , 1491
Winnie the Pooh , 418
If I Were You , 2584
Walking with Dinosaurs 3D , 327
Air Force One , 862
Butterfly , 2748
Veronica Guerin , 1207
The Baytown Outlaws , 790
Albino Alligator , 1436
The Rage in Placid Lake , 1518
Deli Man , 894
Open Season , 423
Moolaad� , 2721
Up the Yangtze , 894
Left Luggage , 2749
$ellebrity , 893
A Clockwork Orange , 919
Amour fou , 2790
Generation Um... , 2749
Mean Creek , 1879
Dickie Roberts: Former Child Star , 1534
Letters to Juliet , 2483
Brand Upon the Brain! A Remembrance in 12 Chapters , 526
The Nightmare , 894
Dumb & Dumber , 1534
The Berlin File , 1173
End of the Century , 397
Cinderella Man , 518
Strange Wilderness , 498
Trainwreck , 1205
Johnny Suede , 980
In My Sleep , 1019
What a Man , 1235
The Stoning of Soraya M. , 2749
Proxy , 956
Stung , 562
Slap Her, She's French! , 1229
Molly , 2306
Enemy of the State , 1246
Blood and Chocolate , 306
Aileen: Life and Death of a Serial Killer , 578
The Edukators , 2324
The Wayward Cloud , 1424
Berlin Babylon , 893
Kalifornia , 405
United Red Army , 1018
Deliver Us from Eva , 2483
Third Person , 2229
Touching the Void , 327
Love the Hard Way , 1940
Big Sky , 1745
Pay It Forward , 2749
Stories We Tell , 893
The Three Stooges , 1496
Daylight , 376
Corpse Bride , 34
Newsies , 1123
The Century of the Self , 893
Nanny McPhee , 352
A Knight's Tale , 453
Over the Hedge , 420
Spy Kids 2: Island of Lost Dreams , 768
Berlin '36 , 2749
The American , 1421
Pulling Strings , 1221
Night and Day , 2742
War Room , 2682
Inhale , 1745
Fallen Angels , 1928
Sophie's Choice , 2229
Touch the Sound: A Sound Journey with Evelyn Glennie , 893
CJ7 , 260
The 11th Hour , 1746
Soft Toilet Seats , 1187
Truly Madly Deeply , 1557
The 13th Warrior , 442
Dodgeball: A True Underdog Story , 457
The Human Centipede (First Sequence) , 293
The Woman , 952
California Solo , 2742
Station to Station , 2742
Son of Rambow , 819
Alvin and the Chipmunks: Chipwrecked , 423
Harlem Nights , 1591
Computer Chess , 1475
Sacro GRA , 893
The Abyss , 411
Educating Rita , 2749
A Little Bit of Heaven , 962
The Martian , 563
The Mating Habits of the Earthbound Human , 447
Charlotte Gray , 1775
Cry_Wolf , 546
The Waterboy , 458
Driving Lessons , 2834
Monsters vs. Aliens , 563
Hatchet III , 402
God Is Great and I'm Not , 1235
Nim's Island , 532
Beautiful Darling , 894
Jesus Henry Christ , 1534
Elite Squad , 1176
Wild , 619
The End of Time , 893
All the Little Animals , 871
High Crimes , 1087
Bittersweet Motel , 892
Hellbent , 394
Zombadings 1: Patayin sa shokot si Remington , 551
The Dish , 2806
The River , 2229
Return to Never Land , 327
The Master of Disguise , 543
Just Friends , 1235
Symbiopsychotaxiplasm: Take One , 893
Must Read After My Death , 894
The Autobiography of Nicolae Ceausescu , 394
Volcano , 625
1911 , 866
Comedy of Power , 2742
Phantom , 81
Stop the Pounding Heart , 1699
Mortal Kombat , 522
The Yellow Sea , 1418
Knockout , 1441
Once , 1340
Touchy Feely , 2742
April's Shower , 1235
Still the Water , 2230
My One and Only , 379
Examined Life , 894
De Palma , 893
Cobra Verde , 1282
Pitch Perfect , 980
Blue Like Jazz , 2834
Madea's Family Reunion , 2479
Speedway Junky , 1939
Survivor , 814
Priceless , 1213
Sympathy for Lady Vengeance , 1421
Wild Things , 1085
Stardust , 269
How to Lose a Guy in 10 Days , 1235
The Square , 433
Georgia , 1277
Sassy Pants , 2834
Djomeh , 4
Brooklyn Rules , 1886
Veronica Mars , 1079
Predators , 563
Me, Myself & Irene , 1530
Braveheart , 616
Bright Future , 2748
Michael Jordan to the Max , 70
Act of Valor , 278
Peeples , 1214
Jug Face , 946
1001 Grams , 2743
Brother Bear , 327
Escape Fire: The Fight to Rescue American Healthcare , 563
There's Something About Mary , 1219
Naked Ambition: An R Rated Look at an X Rated Industry , 893
The Bucket List , 1783
Cecil B. DeMented , 720
College Road Trip , 1781
Trumbo , 780
The Time that Remains , 1287
The Other F Word , 1520
The Good Guy , 1234
The Naked Gun: From the Files of Police Squad! , 718
Welcome to the Punch , 815
4 Minute Mile , 1192
Morlang , 2747
30 Years to Life , 2479
Lower City , 2747
Appaloosa , 822
Bethlehem , 1741
10 Rules for Sleeping Around , 759
Gemma Bovery , 2479
Zaytoun , 872
Once Upon a Time Veronica , 2720
The Selfish Giant , 2731
Snow White and the Huntsman , 862
Paradise: Faith , 2748
10 Things I Hate About You , 2479
Snake Eyes , 1253
Hollywood Homicide , 787
Pariah , 2735
The Devil's Own , 1254
Land Ho! , 653
Legend of the Guardians: The Owls of Ga'Hoole , 318
Steamboy , 559
The Hawk Is Dying , 2749
Righteous Kill , 1255
Going the Distance , 1234
Sabotage , 1254
Just Like a Woman , 2749
Flashdance , 1360
Seduced and Abandoned , 894
Drift , 1189
Stop Making Sense , 690
Rat Race , 691
Rich Hill , 709
Happenstance , 2482
Our Daily Bread , 894
Made in Dagenham , 1774
The Happiness of the Katakuris , 139
Infernal Affairs , 677
Original Sin , 1458
Lake City , 1858
Lord of War , 1434
The Art of War , 781
For the Bible Tells Me So , 893
A History of Violence , 1413
Die Hard: With a Vengeance , 669
The Maid's Room , 457
Happy Together , 2229
The Deep End , 1058
Hit and Run , 1091
The Princess and the Warrior , 1454
28 Days Later... , 292
Dawn of the Planet of the Apes , 625
Into the Arms of Strangers: Stories of the Kindertransport , 198
Some Days Are Better Than Others , 2747
The Lovers , 437
XXY , 2747
Spy Kids: All the Time in the World in 4D , 812
Conspiracy Theory , 555
Home on the Range , 358
The Science of Sleep , 1561
How About You... , 2834
The Visit , 574
The Short Game , 601
Gerhard Richter - Painting , 894
Turtles Can Fly , 1248
The Runaways , 616
On the Job , 1241
The Skulls , 1211
Ju-on: The Grudge , 293
Ender's Game , 214
The Hobbit: The Battle of the Five Armies , 130
Ichi the Killer , 791
Anonymous , 843
Special Forces , 534
A Brief History of Time , 779
I Love You, Man , 1216
Tulpan , 2755
Beyond the Hills , 2739
Miss Potter , 1524
Boarding Gate , 1741
City of Life and Death , 384
District 9 , 505
Transformers: Age of Extinction , 561
Bubble , 1076
Resurrecting the Champ , 1192
The Tiger and the Snow , 2146
The Beautiful Country , 2749
Confessions of a Burning Man , 892
A League of Their Own , 1510
The Ballad of Ramblin' Jack , 397
The Wedding Song , 1253
Detention , 236
Wild West Comedy Show: 30 Days & 30 Nights - Hollywood to the Heartland , 1011
Sleeping Beauty , 2219
L!fe Happens , 1528
Dolores Claiborne , 1083
Nine , 1193
Resident Evil , 185
Seducing Doctor Lewis , 1528
The Rise , 1434
Wild at Heart , 724
The Salt of Life , 1503
U Turn , 1434
Marley & Me , 1598
Neighboring Sounds , 1733
Wild Grass , 2220
Salinger , 892
Slumdog Millionaire , 2219
Seaside , 2722
Shadowboxer , 1255
The Departed , 1419
Thor , 530
Katyn , 382
Tootsie , 1191
L'enfant , 1901
Sex Ed , 1236
Bad Turn Worse , 1409
The Lords of Salem , 388
The Smurfs , 423
Ghost Town , 1553
October Sky , 519
Under African Skies , 394
Ip Man: The Final Fight , 775
Real Steel , 631
Grindhouse , 577
DamNation , 574
Diary of a Wimpy Kid , 582
Piranha 3DD , 579
The Grifters , 1388
Janie Jones , 1309
Persecuted , 528
We the Party , 1465
Parkland , 555
A Perfect Murder , 1436
The Way Way Back , 2820
I Am Happiness on Earth , 2749
Harry Potter and the Prisoner of Azkaban , 267
All or Nothing , 2747
We Were Soldiers , 567
The Tigger Movie , 1527
Shoot on Sight , 1436
The Counterfeiters , 984
Jerichow , 2742
Trespass , 1436
The Immortalists , 1709
Body Shots , 2749
The Original Kings of Comedy , 968
The Player , 2789
Crimson Tide , 1166
Sophie Scholl: The Final Days , 1199
The U.S. vs. John Lennon , 397
The Girl Next Door , 917
There Be Dragons , 588
Eating Out: All You Can Eat , 2401
Cavemen , 1323
The Grandmaster , 762
Cutie and the Boxer , 777
Hey, Boo: Harper Lee and 'To Kill a Mockingbird' , 394
Dredd , 214
Alexandra's Project , 1008
Smokin' Aces , 1254
Tuvalu , 2483
Dealin' with Idiots , 1523
Every Day , 2482
The End of the Affair , 2226
Coming Soon , 1209
Perlasca: The Courage of a Just Man , 616
Exorcist: The Beginning , 500
I Want Someone to Eat Cheese With , 1219
The Kill Team , 893
The Pact II , 497
Mongol: The Rise of Genghis Khan , 620
Handsome Harry , 2748
Monsters , 806
He's Just Not That Into You , 2483
Red Hill , 48
Rubble Kings , 894
The Pervert's Guide to Ideology , 894
Let's Get Lost , 690
Desert Flower , 1491
The Man with the Iron Fists , 155
Man on Fire , 1254
Teen Wolf Too , 393
The House of Mirth , 2217
Cairo Time , 2224
Quiz Show , 1279
Brotherhood , 2747
Mambo Italiano , 2835
He Loves Me... He Loves Me Not , 87
Hell Baby , 571
L'amour fou , 894
White Reindeer , 2766
Grand Piano , 199
Legion , 185
Bullhead , 1882
First Love , 2230
Dolphin Tale 2 , 1174
Rise of the Planet of the Apes , 630
Suzhou River , 2223
Touchback , 310
When We Were Kings , 192
End of Days , 185
My Life Directed by Nicolas Winding Refn , 892
Mia and the Migoo , 81
Old School , 1530
Vanity Fair , 2749
Son of the Mask , 532
Scary Movie , 1528
The Greening of Whitney Brown , 92
Orgasm Inc. , 893
A Warrior's Heart , 463
The Vertical Ray of the Sun , 2742
Vanishing on 7th Street , 493
Battlefield Earth , 518
Spring, Summer, Fall, Winter... and Spring , 2739
Howard Zinn: You Can't Be Neutral on a Moving Train , 893
Event Horizon , 163
Starship Troopers , 222
Donkey Skin , 310
Down with Love , 1234
Lucky Number Slevin , 1087
The Lost World: Jurassic Park , 561
Carol , 2180
Listen Up Philip , 2771
The Adventures of Rocky & Bullwinkle , 423
A Soldier's Daughter Never Cries , 2747
Ragnarok , 432
Populaire , 891
American Ultra , 661
To Die For , 2251
The Bay , 412
Small Time Crooks , 713
Kingsman: The Secret Service , 823
Shanghai Ghetto , 894
Seven Pounds , 2701
True Grit , 227
Petunia , 2834
S.W.A.T. , 817
Love Hurts , 1234
Conversations with God , 1278
Cradle 2 the Grave , 1254
U Want Me 2 Kill Him? , 1746
Barely Lethal , 823
The Newton Boys , 1243
Paranormal Activity , 287
Khadak , 2749
Vanishing Waves , 175
Like Sunday, Like Rain , 1308
The Winning Season , 457
Magic Mike XXL , 1574
Adanggaman , 2742
Beauty and the Beast , 56
L�on: The Professional , 1436
Blind , 2721
Enchanted , 358
Metallica Through the Never , 172
The Cell , 428
Allegro , 1252
Price of Glory , 1170
Kalamity , 1744
The Last Seduction , 1400
Crush , 2483
Lee Daniels' The Butler , 1488
Soundtrack for a Revolution , 278
Ice Age: Continental Drift , 423
Arthur , 1236
Amadeus , 611
Chicks , 2781
Transamerica , 1779
Ninja Assassin , 818
Wyrmwood: Road of the Dead , 292
Drive Hard , 791
Sneakerheadz , 892
Semi-Pro , 457
The Crying Game , 1884
Just My Luck , 989
The Triumph of Love , 1219
Fear and Loathing in Las Vegas , 1532
King of the Jungle , 1436
Sicario , 1241
Flannel Pajamas , 689
Syndromes and a Century , 2747
High School Musical 3: Senior Year , 1556
Postal , 542
2 Guns , 789
You're Gonna Miss Me , 693
Joe Gould's Secret , 2732
Reno 911!: Miami , 738
Plunkett & Macleane , 784
War of the Buttons , 131
Splendor , 1518
Father of My Children , 2731
White Noise , 546
Room 314 , 2747
Cosmopolis , 1728
The House of the Devil , 285
Don Jon , 2477
Starry Starry Night , 2741
Gamer , 505
Crossroads , 1579
The Circle , 709
The Big Bang , 471
Raiders of the Lost Ark , 432
Caterina in the Big City , 2820
The Tree of Life , 1192
Brother's Justice , 1525
About Last Night , 1213
Everyday , 2748
Scream 2 , 203
Poker Night , 818
The Iran Job , 599
House of Sand and Fog , 2747
Primary Colors , 2799
Uncommon Valor , 1175
Charlie's Angels , 819
Guess Who , 1234
Far from Men , 2742
The Living Wake , 1534
Ain't Them Bodies Saints , 1901
The Kid Stays in the Picture , 779
The Killer Inside Me , 1430
I Wish , 2737
Inspector Bellamy , 1865
Fargo , 1418
Unfinished Song , 1579
Stage Fright , 81
Camille Claudel 1915 , 1486
Mister Lonely , 2834
Green Dragon , 2749
American: The Bill Hicks Story , 249
Tales of the Night , 33
Intimacy , 2218
Leaving , 2229
The King of Kong: A Fistful of Quarters , 317
No , 2736
The Den , 394
Knockaround Guys , 1434
A Bronx Tale , 1878
The Price of Milk , 1566
Holy Man , 2831
Snipes , 590
I've Loved You So Long , 2739
Furry Vengeance , 594
Lullaby , 2749
RV , 536
The Rocker , 519
The Music Never Stopped , 2749
I Will Follow You Into the Dark , 849
The Day I Became a Woman , 2781
Hannibal Rising , 1436
Tortilla Soup , 2480
Go for Zucker , 1518
September 11 , 2748
There Will Be Blood , 2731
Twin Dragons , 658
Star Trek VI: The Undiscovered Country , 562
Clear and Present Danger , 1236
The Nazi Officer's Wife , 198
A Thousand Words , 2723
Dracula 3D , 350
Close to Home , 2747
My Kid Could Paint That , 32
Grace of Monaco , 1324
Beautiful Boxer , 471
Walking and Talking , 2477
Ransom , 403
The Women , 2833
Sexy Baby , 893
Out of the Dark , 396
Surveillance , 1085
The Witch , 278
Kiss Me Again , 2229
Disorder , 1745
The Best and the Brightest , 1529
Sweet Smell of Success , 1053
Mon roi , 2230
Miami Connection , 812
Narco Cultura , 893
The Good, the Bad and the Ugly , 20
Kung Pow: Enter the Fist , 463
Flash Gordon , 557
Harry + Max , 2749
Drillbit Taylor , 2834
Pretty in Pink , 2482
How to Make Money Selling Drugs , 893
Martin Lawrence Live: Runteldat , 343
Stealth , 563
Apt Pupil , 1747
A Few Good Men , 1747
Hard Rain , 1254
The Paperboy , 1747
William S. Burroughs: A Man Within , 893
Down Terrace , 712
The Girl on the Train , 2731
Bonnie and Clyde , 1199
Jayne Mansfield's Car , 2749
Barnyard , 360
For a Good Time, Call... , 1517
Saint Laurent , 1524
Lara Croft Tomb Raider: The Cradle of Life , 530
Breakin' All the Rules , 1232
Running Scared , 1255
The Christmas Candle , 2749
American Teacher , 394
Calendar Girls , 2830
The Ringer , 457
The Chronicles of Narnia: Prince Caspian , 535
The Adventures of Priscilla, Queen of the Desert , 980
The World Made Straight , 2748
Jonah: A VeggieTales Movie , 423
Merci pour le Chocolat , 1047
Love and Diane , 893
Bad Johnson , 554
Cargo , 2748
Tropical Malady , 1287
Snow Day , 536
Sleepwalk with Me , 1503
Brothers at War , 576
Pleasantville , 1561
In the Valley of Elah , 1081
Easy Money , 1228
Casino Jack , 469
Babylon A.D. , 555
The Hunger Games: Mockingjay - Part 1 , 256
The Congress , 159
Jig , 892
Committed , 2832
Still Walking , 2732
You Will Meet a Tall Dark Stranger , 2482
White House Down , 1173
The Best Offer , 1087
Hop , 423
And So It Goes , 2483
Catch a Fire , 616
Wolf Creek , 969
The Bank , 1747
Backwards , 26
The Artist and the Model , 2749
Time , 1442
Horses of God , 2739
15: The Movie , 2834
The Curse of Downers Grove , 546
Twin Falls Idaho , 2744
Madea Goes to Jail , 2258
Underworld , 126
More Than a Game , 601
Great Directors , 892
Madame Sat� , 1207
Talaash , 1082
The Client , 1076
The Astronaut Farmer , 411
Greenwich Village: Music That Defined a Generation , 894
Hush! , 2820
The Young Black Stallion , 400
Elles , 2748
Redemption , 1254
Pretty Woman , 1235
Madagascar 3: Europe's Most Wanted , 423
This Ain't California , 192
Galaxy Quest , 444
How Do You Know , 2481
The Specials , 495
Antichrist , 1290
Balzac and the Little Chinese Seamstress , 1521
Catch and Release , 2483
L.I.E. , 1879
Eight Legged Freaks , 400
The Last Shot , 1522
Neighbors , 1500
Calvary , 2739
John Tucker Must Die , 1235
Joyeux Noel , 464
My Perestroika , 261
Sex & Drugs & Rock & Roll , 642
Cheaper by the Dozen 2 , 536
Agnivarsha: The Fire and the Rain , 1204
In the Mix , 2262
Land of the Blind , 1720
Blissfully Yours , 2220
The Hole , 186
Salad Days , 690
Somewhere , 2799
A Second Chance , 1732
A Lot Like Love , 2483
Dolphin Tale , 1174
Maleficent , 539
The Statement , 1746
Daydream Nation , 2229
Monsters University , 423
The Big Picture , 1735
As Luck Would Have It , 2741
Elena , 708
Every Little Step , 690
Burt's Buzz , 892
Tales from Earthsea , 318
My Name Is Khan , 1775
Death at a Funeral , 1517
Revolver , 1138
Video Games: The Movie , 136
For Colored Girls , 2749
Skinwalkers , 187
Mood Indigo , 1565
Rudo y Cursi , 1505
Salmon Fishing in the Yemen , 2482
Fame , 1423
Transformers , 563
Mao's Last Dancer , 643
Policeman , 2703
For Ellen , 2742
Tricked: The Documentary , 418
The Lord of the Rings: The Fellowship of the Ring , 130
Disclosure , 1740
Ghosts of Mars , 318
Ways to Live Forever , 1178
Liberty Heights , 1346
Onmyoji: The Yin Yang Master , 595
The Good Doctor , 1741
Putty Hill , 2687
Milk and Honey , 2749
Mystery Team , 513
Digimon: The Movie , 481
Dragonball: Evolution , 445
The Great Invisible , 894
The Big Bounce , 735
8 Heads in a Duffel Bag , 616
La Ci�naga , 2797
Queen of the Sun: What Are the Bees Telling Us? , 1703
Milarepa , 462
Fightville , 599
Dudley Do-Right , 992
On a Clear Day , 2480
Supporting Characters , 1515
Words and Pictures , 2483
Fighting , 462
Preservation , 389
Kim Jong-Il's Comedy Club , 1012
Troy , 92
3-D Sex and Zen: Extreme Ecstasy , 2834
Yelling to the Sky , 2749
Can't Stand Losing You: Surviving the Police , 392
Friday , 2834
The Thorn in the Heart , 892
Archipelago , 2681
Bride Wars , 1226
The Governess , 2225
Client 9: The Rise and Fall of Eliot Spitzer , 893
Morning Light , 599
Religulous , 1012
Death Defying Acts , 1774
Reservation Road , 1436
Desert Dancer , 1492
Indiana Jones and the Kingdom of the Crystal Skull , 432
Earth to Echo , 242
Seymour: An Introduction , 397
I Melt with You , 2622
This Is Spinal Tap , 496
Goodnight Mommy , 382
Waiting for Guffman , 1517
Your Highness , 541
The Italian Job , 811
The Chaperone , 456
The Iron Giant , 555
Emmanuel's Gift , 892
The Brothers , 2834
Pirates of the Caribbean: The Curse of the Black Pearl , 530
Lumumba , 612
Simply Irresistible , 1565
Like Crazy , 2220
The Holy Land , 2748
Under the Tuscan Sun , 2483
The Hangover , 1517
51 Birch Street , 893
Off the Map , 2747
Women Without Men , 2738
Road to Nowhere , 87
Gideon's Army , 893
Palo Alto , 2736
Love Is Strange , 2714
Staten Island Summer , 1531
Owning Mahowny , 1420
Pieta , 2742
The Last King of Scotland , 616
The Out-of-Towners , 1534
Alex & Emma , 1236
Brigham City , 1083
Jumanji , 268
All Dogs Go to Heaven , 1529
Legally Blonde , 1221
U2 3D , 690
Anaconda , 492
Play It to the Bone , 1515
Only the Strong Survive , 691
Ill�gal , 2749
Midnight in Paris , 1208
Red Tails , 868
Le Quattro Volte , 2733
My Afternoons with Margueritte , 2834
Bigger Stronger Faster* , 598
Charlie Bartlett , 2483
The Fighter , 518
Okraina , 2749
This Is England , 1871
Bitch Slap , 763
Goodbye World , 2835
Too Much Sleep , 427
Woman Thou Art Loosed , 2749
Midnight Run , 782
The Loss of Sexual Innocence , 2749
Prince of Darkness , 293
Am�lie , 1234
Amandla! A Revolution in Four Part Harmony , 278
True Lies , 543
In Secret , 1436
Zero Bridge , 2748
Phil Ochs: There But for Fortune , 394
A Fuller Life , 344
The Adventures of Tintin , 560
Condo Painting , 892
RoboCop , 508
Grace Unplugged , 1308
Cloudy with a Chance of Meatballs , 358
Code Unknown , 1300
The Whale , 892
Ali Zaoua: Prince of the Streets , 1885
In the Line of Fire , 1240
Expelled: No Intelligence Allowed , 891
My Way , 494
My Week with Marilyn , 1488
Waking the Dead , 1452
From Hell , 499
Beverly Hills Cop III , 599
House of D , 2791
Kiss Me, Stupid , 1228
Late Marriage , 2461
Behind the Burly Q , 894
Look Who's Talking , 1229
Rock of Ages , 1422
The Jeffrey Dahmer Files , 344
Hippocrates: Diary of a French Doctor , 2748
Session 9 , 497
Under the Boardwalk: The Monopoly Story , 192
Gaudi Afternoon , 1719
Murder of a Cat , 501
Bread and Roses , 2749
Tucker and Dale vs. Evil , 571
Cop Car , 451
Eating Out , 2473
Master and Commander: The Far Side of the World , 845
Kurt Cobain About a Son , 691
Alias Betty , 2306
The Girlfriend Experience , 2722
Dark Was the Night , 971
Hamlet 2 , 520
The Double Hour , 1072
China Blue , 894
The Cut , 1296
Ghosts of Girlfriends Past , 989
The City of Lost Souls , 1436
The Last Samurai , 570
Lemora: A Child's Tale of the Supernatural , 293
Freeze Frame , 1431
Broken English , 2479
Attack the Block , 471
Last Orders , 2733
Empire Records , 1554
Burying the Ex , 578
The Manchurian Candidate , 443
The Princess Diaries 2: Royal Engagement , 1014
The Merchant of Venice , 2229
Dog Days , 2747
The Dark Knight , 1246
Journey to the Sun , 2742
City of Ghosts , 1421
Delicacy , 2482
Love Is All You Need , 1224
Ballistic: Ecks vs. Sever , 563
Himalaya , 2744
Twilight , 1286
Planes: Fire & Rescue , 423
Tu dors Nicole , 2781
The Student , 2742
Love & Basketball , 1263
The Five Senses , 1579
Disco and Atomic War , 892
The Devil's Backbone , 1276
Chill Factor , 823
Beverly Hills Ninja , 663
March of the Penguins , 893
The Rising Place , 2724
Deep Blue , 894
Up in the Air , 2216
S#x Acts , 2737
Unforgiven , 20
Eye of the Beholder , 1019
The Color of Paradise , 400
Hitman , 1255
Hannah Arendt , 1487
She's Beautiful When She's Angry , 661
The Spy Next Door , 454
Starred Up , 2736
The Long Day Closes , 1477
Wonder Boys , 2811
Rails & Ties , 2749
Code 46 , 1253
The NeverEnding Story , 401
The Ultimate Gift , 1267
The Puzzle , 2743
The Nut Job , 423
Lost River , 483
The Disappearance of Eleanor Rigby: Him , 2226
Madagascar: Escape 2 Africa , 561
Pulse , 164
The Master , 2717
My Amityville Horror , 893
The Aviator , 1484
When in Rome , 1229
Shadow of the Vampire , 1278
This Is the End , 532
The Attack , 2739
Remote Area Medical , 893
Kaboom , 156
Bright Young Things , 1532
Charlie and the Chocolate Factory , 529
Tupac: Resurrection , 397
The Winslow Boy , 2218
The Fairy , 2795
Pok�mon 4: The Movie , 552
Traitor , 1254
Smash His Camera , 893
Henry Fool , 2820
Listen to Me Marlon , 779
Aferim! , 1764
For a Woman , 2747
50 to 1 , 2749
About Elly , 1401
Time to Leave , 2747
The Five-Year Engagement , 1214
Xanadu , 75
Duplex , 1519
Terminator 2: Judgment Day , 214
The Pacifier , 1942
Popeye , 532
Role Models , 1518
Broken City , 1435
Tequila Sunrise , 1920
Darkness , 213
Glen Campbell: I'll Be Me , 261
Supermensch: The Legend of Shep Gordon , 397
Manito , 1170
Point and Shoot , 894
The Independent , 1520
Crazy Heart , 1339
The Princess of Montpensier , 548
Interview with the Assassin , 2748
Mystic River , 1075
Taking Lives , 686
The Break-Up , 2483
Analyze That , 740
Age of Uprising: The Legend of Michael Kohlhaas , 1297
Punisher: War Zone , 1255
Fat Kid Rules the World , 1522
Beyond a Reasonable Doubt , 1088
Whitey: United States of America v. James J. Bulger , 344
Gett: The Trial of Viviane Amsalem , 2728
Horrible Bosses 2 , 740
Detective Dee: Mystery of the Phantom Flame , 837
Wonderland , 1087
The Passion of the Christ , 2749
The Best Exotic Marigold Hotel , 2832
In the Mood for Love , 2220
The Punisher , 1255
The Dinner Game , 1517
Metal: A Headbanger's Journey , 691
Timeline , 559
Pearl Jam Twenty , 278
American Me , 1201
Inside Llewyn Davis , 1283
Till Human Voices Wake Us , 2229
The Passenger , 1726
Chaos , 263
Fugitive Pieces , 2749
Fonzy , 1485
Luther , 616
Ghost Dog: The Way of the Samurai , 1253
Standard Operating Procedure , 87
Citizen Koch , 1709
Mad As Hell , 343
Tomboy , 2742
Kill Me Three Times , 544
Marley , 397
Last Resort , 2218
Slums of Beverly Hills , 2799
Wendy and Lucy , 2732
Grumpy Old Men , 2835
Lock Up , 1254
The Tracker , 242
House of the Dead , 152
What Love Is , 959
Feast , 406
Natural Born Killers , 1922
Duma , 398
Matt Shepard Is a Friend of Mine , 394
Disturbia , 1012
Universal Soldier: The Return , 214
Black Mass , 1208
Still Life , 2835
Rare Exports: A Christmas Tale , 165
Transcendence , 1458
The Endurance , 666
Bowling for Columbine , 894
Gerry , 549
Let the Bullets Fly , 263
I Smile Back , 2748
Bratz , 314
Central Station , 2742
The Darkest Hour , 456
Elektra , 478
The Mummy Returns , 530
American Splendor , 1749
Imagine That , 1591
The Single Moms Club , 2835
Child's Pose , 2741
Just Before I Go , 2471
Dheepan , 1862
Paradise Now , 1422
The Great Flood , 278
Big Sur , 2749
Never Die Alone , 1254
This Is Where I Leave You , 2835
The Last Lions , 560
28 Days , 2835
Head of State , 1523
The Informers , 1324
Alice in Wonderland , 270
